dependent_upos,head_upos,direction,distance_bucket,base_deprel,yue_count,zh_count,yue_per_1000_tokens,zh_per_1000_tokens,absolute_rate_difference
PUNCT,CCONJ,head_right,1-2,punct,0,1,0.0,0.10127607859023699,0.10127607859023699
PUNCT,SCONJ,head_right,6+,punct,0,1,0.0,0.10127607859023699,0.10127607859023699
SCONJ,ADJ,head_right,1-2,mark,0,1,0.0,0.10127607859023699,0.10127607859023699
SCONJ,VERB,head_left,1-2,discourse,0,1,0.0,0.10127607859023699,0.10127607859023699
SCONJ,VERB,head_left,6+,conj,0,1,0.0,0.10127607859023699,0.10127607859023699
SYM,PROPN,head_right,1-2,cc,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,ADJ,head_left,1-2,acl,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,ADJ,head_left,3-5,xcomp,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,ADJ,head_right,1-2,nsubj,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,ADJ,head_right,3-5,nsubj,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,ADP,head_left,1-2,ccomp,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,ADP,head_left,1-2,conj,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,ADV,head_left,3-5,advcl,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,ADV,head_left,6+,parataxis,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,NOUN,head_left,1-2,advcl,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,NOUN,head_right,3-5,nsubj,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,PRON,head_left,3-5,conj,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,PROPN,head_right,1-2,case,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,PROPN,head_right,6+,csubj,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,VERB,head_left,3-5,acl,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,VERB,head_left,3-5,appos,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,VERB,head_left,6+,discourse,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,VERB,head_right,1-2,csubj,0,1,0.0,0.10127607859023699,0.10127607859023699
VERB,VERB,head_right,3-5,obj,0,1,0.0,0.10127607859023699,0.10127607859023699
ADJ,VERB,head_left,3-5,xcomp,7,4,0.502945825549648,0.40510431436094796,0.09784151118869999
CCONJ,VERB,head_right,3-5,cc,10,8,0.7184940364994971,0.8102086287218959,0.09171459222239886
CCONJ,NOUN,head_right,6+,cc,3,3,0.2155482109498491,0.30382823577071094,0.08828002482086184
CCONJ,PROPN,head_right,1-2,cc,3,3,0.2155482109498491,0.30382823577071094,0.08828002482086184
CCONJ,VERB,head_right,6+,cc,3,3,0.2155482109498491,0.30382823577071094,0.08828002482086184
VERB,VERB,head_left,3-5,ccomp,121,85,8.693777841643914,8.608466680170144,0.08531116147377027
ADJ,VERB,head_left,1-2,ccomp,4,2,0.28739761459979885,0.20255215718047398,0.08484545741932487
NOUN,ADJ,head_right,6+,nsubj,4,2,0.28739761459979885,0.20255215718047398,0.08484545741932487
NOUN,VERB,head_right,1-2,compound,4,2,0.28739761459979885,0.20255215718047398,0.08484545741932487
PRON,VERB,head_right,1-2,obj,4,2,0.28739761459979885,0.20255215718047398,0.08484545741932487
NOUN,NOUN,head_right,3-5,compound,20,15,1.4369880729989941,1.5191411788535547,0.08215310585456059
NOUN,VERB,head_right,6+,nsubj,20,15,1.4369880729989941,1.5191411788535547,0.08215310585456059
NOUN,VERB,head_right,6+,vocative,13,10,0.9340422474493462,1.01276078590237,0.07871853845302379
PUNCT,ADJ,head_left,3-5,punct,18,12,1.2932892656990946,1.2153129430828438,0.07797632261625087
NOUN,NOUN,head_right,6+,nsubj,6,5,0.4310964218996982,0.506380392951185,0.07528397105148676
PROPN,VERB,head_left,3-5,obj,6,5,0.4310964218996982,0.506380392951185,0.07528397105148676
ADJ,ADJ,head_left,1-2,parataxis,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,ADJ,head_left,3-5,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,ADJ,head_right,3-5,csubj,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,ADP,head_right,1-2,amod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,ADV,head_left,3-5,parataxis,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,ADV,head_right,1-2,amod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,ADV,head_right,6+,advmod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,AUX,head_left,6+,ccomp,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,DET,head_left,1-2,acl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,NOUN,head_left,1-2,acl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,NOUN,head_left,3-5,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,NOUN,head_right,1-2,advmod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,NOUN,head_right,1-2,ccomp,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,NOUN,head_right,3-5,csubj,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,NOUN,head_right,6+,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,PRON,head_right,1-2,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,PROPN,head_right,3-5,csubj,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,VERB,head_left,3-5,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,VERB,head_left,3-5,advmod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,VERB,head_left,3-5,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,VERB,head_left,6+,obj,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,VERB,head_right,1-2,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,VERB,head_right,3-5,csubj,1,0,0.07184940364994971,0.0,0.07184940364994971
ADJ,VERB,head_right,6+,advmod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,ADJ,head_left,1-2,case,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,ADJ,head_right,1-2,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,ADJ,head_right,1-2,mark,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,ADP,head_right,1-2,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,ADV,head_left,1-2,mark,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,NOUN,head_right,1-2,acl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,NOUN,head_right,6+,acl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,NOUN,head_right,6+,mark,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,NUM,head_right,6+,case,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,PART,head_right,6+,case,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,PRON,head_left,1-2,case,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,PRON,head_left,1-2,obl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,PROPN,head_left,3-5,case,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,VERB,head_left,3-5,ccomp,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,VERB,head_right,3-5,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,VERB,head_right,3-5,obl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,VERB,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,VERB,head_right,6+,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADP,VERB,head_right,6+,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,ADJ,head_left,3-5,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,ADJ,head_right,1-2,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,ADJ,head_right,6+,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,ADJ,head_right,6+,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,ADJ,head_right,6+,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,ADP,head_right,3-5,advmod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,ADV,head_right,1-2,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,AUX,head_right,6+,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,CCONJ,head_left,6+,advmod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,NOUN,head_left,1-2,parataxis,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,NOUN,head_right,1-2,acl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,NOUN,head_right,1-2,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,NOUN,head_right,6+,amod,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,NOUN,head_right,6+,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,PROPN,head_left,3-5,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,VERB,head_left,1-2,mark,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,VERB,head_left,3-5,obl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,VERB,head_right,1-2,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,VERB,head_right,1-2,cc,1,0,0.07184940364994971,0.0,0.07184940364994971
ADV,VERB,head_right,1-2,csubj,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,ADV,head_right,6+,aux,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,AUX,head_left,1-2,aux,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,AUX,head_left,3-5,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,AUX,head_right,1-2,aux,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,AUX,head_right,6+,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,NOUN,head_left,6+,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,NOUN,head_right,1-2,acl,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,NOUN,head_right,3-5,acl,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,PART,head_right,1-2,aux,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,PRON,head_right,3-5,aux,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,VERB,head_left,1-2,obj,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,VERB,head_left,3-5,aux,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,VERB,head_left,3-5,ccomp,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,VERB,head_left,6+,aux,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,VERB,head_left,6+,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
AUX,VERB,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
CCONJ,ADJ,head_right,6+,cc,1,0,0.07184940364994971,0.0,0.07184940364994971
CCONJ,ADP,head_right,6+,advmod,1,0,0.07184940364994971,0.0,0.07184940364994971
CCONJ,AUX,head_right,6+,advmod,1,0,0.07184940364994971,0.0,0.07184940364994971
CCONJ,CCONJ,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
CCONJ,NUM,head_left,1-2,cc,1,0,0.07184940364994971,0.0,0.07184940364994971
CCONJ,PRON,head_right,1-2,cc,1,0,0.07184940364994971,0.0,0.07184940364994971
DET,ADJ,head_right,1-2,cop,1,0,0.07184940364994971,0.0,0.07184940364994971
DET,DET,head_right,6+,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
DET,NUM,head_right,6+,det,1,0,0.07184940364994971,0.0,0.07184940364994971
DET,PART,head_right,6+,det,1,0,0.07184940364994971,0.0,0.07184940364994971
DET,PROPN,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
DET,PROPN,head_right,6+,det,1,0,0.07184940364994971,0.0,0.07184940364994971
DET,VERB,head_right,3-5,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
DET,VERB,head_right,6+,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
DET,VERB,head_right,6+,det,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,ADJ,head_left,6+,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,ADP,head_right,3-5,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,ADV,head_left,3-5,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,ADV,head_right,3-5,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,ADV,head_right,6+,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,AUX,head_right,6+,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,DET,head_left,1-2,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,INTJ,head_left,1-2,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,NOUN,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,PROPN,head_right,1-2,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
INTJ,PROPN,head_right,6+,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,ADJ,head_left,1-2,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,ADJ,head_right,1-2,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,ADJ,head_right,1-2,vocative,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,ADJ,head_right,3-5,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,ADJ,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,ADJ,head_right,6+,clf,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,ADJ,head_right,6+,dislocated,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,ADV,head_right,3-5,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,ADV,head_right,6+,obl,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,AUX,head_left,1-2,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,DET,head_left,1-2,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,NOUN,head_left,1-2,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,NOUN,head_left,1-2,obl,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,NOUN,head_left,3-5,case,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,NOUN,head_left,3-5,vocative,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,NOUN,head_left,6+,acl,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,NOUN,head_left,6+,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,NOUN,head_right,3-5,dislocated,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,NUM,head_left,3-5,clf,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,NUM,head_right,3-5,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,NUM,head_right,6+,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,PART,head_left,1-2,obj,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,PRON,head_left,3-5,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,PRON,head_left,3-5,obl,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,PRON,head_left,6+,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,PRON,head_right,1-2,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,PRON,head_right,1-2,dislocated,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,PRON,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,PROPN,head_left,3-5,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,PROPN,head_right,1-2,amod,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,PROPN,head_right,3-5,clf,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,VERB,head_left,1-2,clf,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,VERB,head_left,1-2,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,VERB,head_left,1-2,iobj,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,VERB,head_left,3-5,iobj,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,VERB,head_right,3-5,dislocated,1,0,0.07184940364994971,0.0,0.07184940364994971
NOUN,VERB,head_right,6+,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,NUM,head_left,6+,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,NUM,head_right,1-2,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,NUM,head_right,1-2,nummod,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,NUM,head_right,1-2,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,VERB,head_left,3-5,obj,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,VERB,head_left,3-5,parataxis,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,VERB,head_left,6+,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,VERB,head_right,3-5,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,VERB,head_right,3-5,nummod,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,VERB,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,VERB,head_right,6+,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,VERB,head_right,6+,nummod,1,0,0.07184940364994971,0.0,0.07184940364994971
NUM,VERB,head_right,6+,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,ADJ,head_left,3-5,case,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,ADV,head_right,1-2,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,AUX,head_left,1-2,case,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,NOUN,head_right,1-2,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,NUM,head_left,3-5,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,PART,head_left,1-2,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,PART,head_left,3-5,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,PART,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,PRON,head_left,6+,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,PROPN,head_left,1-2,advmod,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,VERB,head_left,3-5,case,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,VERB,head_left,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,VERB,head_left,6+,xcomp,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,VERB,head_right,1-2,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,VERB,head_right,3-5,obj,1,0,0.07184940364994971,0.0,0.07184940364994971
PART,VERB,head_right,6+,mark,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,ADJ,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,ADJ,head_right,6+,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,ADV,head_left,1-2,obj,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,ADV,head_left,3-5,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,ADV,head_right,3-5,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,ADV,head_right,6+,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,AUX,head_right,1-2,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,AUX,head_right,3-5,obl,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,NOUN,head_left,6+,appos,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,NOUN,head_right,1-2,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,NOUN,head_right,3-5,amod,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,NOUN,head_right,3-5,det,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,NOUN,head_right,3-5,dislocated,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,NOUN,head_right,3-5,obl,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,NOUN,head_right,6+,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,NOUN,head_right,6+,dislocated,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,NOUN,head_right,6+,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,PRON,head_left,1-2,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,PRON,head_left,1-2,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,PRON,head_left,3-5,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,PROPN,head_left,1-2,appos,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,PROPN,head_right,3-5,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,PROPN,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_left,1-2,appos,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_left,1-2,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_left,3-5,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_left,3-5,vocative,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_right,1-2,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_right,1-2,vocative,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_right,3-5,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_right,6+,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_right,6+,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_right,6+,dislocated,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_right,6+,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
PRON,VERB,head_right,6+,obj,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,ADJ,head_left,3-5,obl,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,ADJ,head_left,6+,parataxis,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,ADP,head_left,1-2,obj,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,ADP,head_left,3-5,obj,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,ADV,head_right,6+,dislocated,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,ADV,head_right,6+,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,NOUN,head_left,1-2,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,NOUN,head_right,1-2,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,NOUN,head_right,1-2,obl,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,NOUN,head_right,6+,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,NOUN,head_right,6+,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,PRON,head_right,1-2,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,PROPN,head_left,6+,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,PROPN,head_right,1-2,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,PROPN,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,VERB,head_left,6+,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,VERB,head_right,3-5,dislocated,1,0,0.07184940364994971,0.0,0.07184940364994971
PROPN,VERB,head_right,6+,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
PUNCT,ADV,head_left,6+,punct,1,0,0.07184940364994971,0.0,0.07184940364994971
PUNCT,NUM,head_right,3-5,punct,1,0,0.07184940364994971,0.0,0.07184940364994971
PUNCT,PART,head_left,3-5,punct,1,0,0.07184940364994971,0.0,0.07184940364994971
PUNCT,PART,head_right,1-2,punct,1,0,0.07184940364994971,0.0,0.07184940364994971
PUNCT,PROPN,head_right,6+,punct,1,0,0.07184940364994971,0.0,0.07184940364994971
SCONJ,ADJ,head_right,6+,mark,1,0,0.07184940364994971,0.0,0.07184940364994971
SCONJ,AUX,head_right,1-2,mark,1,0,0.07184940364994971,0.0,0.07184940364994971
SCONJ,NOUN,head_right,1-2,case,1,0,0.07184940364994971,0.0,0.07184940364994971
SCONJ,NOUN,head_right,1-2,mark,1,0,0.07184940364994971,0.0,0.07184940364994971
SCONJ,NUM,head_right,1-2,case,1,0,0.07184940364994971,0.0,0.07184940364994971
SCONJ,PART,head_left,1-2,mark,1,0,0.07184940364994971,0.0,0.07184940364994971
SCONJ,VERB,head_left,6+,ccomp,1,0,0.07184940364994971,0.0,0.07184940364994971
SCONJ,VERB,head_right,3-5,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,ADJ,head_left,1-2,compound,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,ADJ,head_right,1-2,csubj,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,ADJ,head_right,3-5,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,ADJ,head_right,6+,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,ADV,head_left,1-2,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,ADV,head_left,1-2,obj,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,ADV,head_left,3-5,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,ADV,head_left,6+,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,ADV,head_right,6+,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,AUX,head_left,1-2,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,AUX,head_left,3-5,conj,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,AUX,head_left,6+,ccomp,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,AUX,head_left,6+,xcomp,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,AUX,head_right,6+,advcl,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,AUX,head_right,6+,reparandum,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,DET,head_right,6+,nsubj,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,NOUN,head_left,1-2,appos,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,NOUN,head_left,3-5,appos,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,NOUN,head_right,1-2,amod,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,NOUN,head_right,1-2,dislocated,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,NOUN,head_right,3-5,discourse,1,0,0.07184940364994971,0.0,0.07184940364994971
VERB,NOUN,head_right,3-5,nmod,1,0,0.07184940364994971,0.0,0.07184940364994971
